Customer_ID,Age,Gender,Annual_Income,Spending_Score,Region,Marital_Status,Num_of_Children,Employment_Status,Credit_Score,Online_Shopping_Frequency,Target
CUST_822,32.00,Female,"£133,349.00",83.00,North,Widowed,2.00,Unemployed,613.00,3.00,0
CUST_823,69.00,Male,"£141,519.00",78.00,North,Divorced,2.00,Unemployed,768.00,11.00,0
CUST_824,57.00,Female,"£118,149.00",41.00,West,Widowed,2.00,Retired,574.00,6.00,0
CUST_825,32.00,Female,"£146,985.00",67.00,West,Divorced,4.00,Employed,552.00,9.00,0
CUST_826,47.00,Male,"£32,727.00",35.00,South,Divorced,2.00,Employed,837.00,16.00,1
CUST_827,43.00,Female,"£35,429.00",52.00,North,Married,4.00,Student,652.00,14.00,0
CUST_828,44.00,Female,"£70,815.00",46.00,West,Single,3.00,Unemployed,313.00,4.00,1
CUST_829,30.00,Male,"£62,165.00",58.00,East,Widowed,1.00,Unemployed,665.00,16.00,0
CUST_830,33.00,Female,"£117,974.00",43.00,West,Single,3.00,Unemployed,409.00,10.00,0
CUST_831,22.00,Male,"£29,769.00",60.00,East,Divorced,2.00,Student,669.00,6.00,0
CUST_832,34.00,Female,"£103,807.00",64.00,South,Divorced,2.00,Retired,766.00,9.00,0
CUST_833,34.00,Female,"£101,064.00",54.00,South,Divorced,4.00,Unemployed,661.00,19.00,0
CUST_834,46.00,Male,"£48,362.00",20.00,South,Widowed,0.00,Employed,412.00,7.00,0
CUST_835,27.00,Female,"£33,854.00",69.00,North,Single,4.00,Unemployed,727.00,19.00,0
CUST_836,53.00,Male,"£60,785.00",12.00,North,Married,4.00,Employed,590.00,17.00,0
CUST_837,51.00,Female,"£129,748.00",33.00,North,Divorced,0.00,Employed,834.00,15.00,0
CUST_838,52.00,Female,"£54,263.00",31.00,South,Divorced,4.00,Student,702.00,4.00,0
CUST_839,64.00,Male,"£68,311.00",7.00,South,Divorced,2.00,Retired,610.00,2.00,0
CUST_840,24.00,Male,"£69,836.00",26.00,South,Divorced,3.00,Retired,574.00,18.00,0
CUST_841,62.00,Male,"£56,594.00",13.00,North,Single,4.00,Unemployed,691.00,3.00,0
CUST_842,27.00,Male,"£41,030.00",27.00,East,Single,0.00,Unemployed,427.00,15.00,0
CUST_843,26.00,Male,"£88,722.00",82.00,West,Single,3.00,Retired,786.00,16.00,0
CUST_844,37.00,Male,"£20,403.00",12.00,West,Divorced,0.00,Unemployed,409.00,3.00,1
CUST_845,32.00,Female,"£33,414.00",84.00,East,Married,1.00,Retired,687.00,7.00,1
CUST_846,57.00,Female,"£77,134.00",74.00,South,Single,2.00,Retired,363.00,4.00,1
CUST_847,26.00,Male,"£45,245.00",8.00,South,Widowed,0.00,Retired,400.00,11.00,1
CUST_848,42.00,Female,"£67,019.00",42.00,East,Widowed,0.00,Retired,628.00,17.00,1
CUST_849,40.00,Female,"£104,940.00",37.00,North,Divorced,0.00,Retired,362.00,13.00,0
CUST_850,29.00,Female,"£67,983.00",93.00,East,Divorced,0.00,Retired,781.00,4.00,1
CUST_851,48.00,Male,"£141,218.00",77.00,East,Married,3.00,Unemployed,616.00,14.00,0
CUST_852,60.00,Male,"£124,452.00",23.00,East,Divorced,1.00,Employed,590.00,10.00,0
CUST_853,27.00,Male,"£98,210.00",40.00,South,Single,1.00,Retired,415.00,19.00,0
CUST_854,24.00,Female,"£47,938.00",72.00,South,Married,1.00,Retired,504.00,5.00,0
CUST_855,39.00,Female,"£85,573.00",4.00,East,Divorced,2.00,Student,560.00,4.00,0
CUST_856,43.00,Female,"£115,899.00",97.00,West,Divorced,2.00,Retired,550.00,7.00,1
CUST_857,51.00,Female,"£22,502.00",33.00,North,Divorced,3.00,Employed,779.00,0.00,0
CUST_858,52.00,Male,"£125,890.00",84.00,West,Divorced,2.00,Student,496.00,10.00,0
CUST_859,62.00,Female,"£60,064.00",6.00,West,Married,2.00,Student,683.00,17.00,0
CUST_860,51.00,Female,"£88,814.00",14.00,East,Single,3.00,Unemployed,300.00,16.00,0
CUST_861,68.00,Female,"£135,080.00",18.00,South,Divorced,3.00,Employed,678.00,19.00,0
CUST_862,45.00,Male,"£138,388.00",58.00,South,Divorced,2.00,Employed,552.00,0.00,1
CUST_863,46.00,Male,"£135,394.00",87.00,North,Widowed,2.00,Retired,664.00,1.00,0
CUST_864,25.00,Female,"£73,164.00",29.00,East,Widowed,3.00,Unemployed,415.00,17.00,0
CUST_865,34.00,Female,"£137,319.00",71.00,South,Widowed,1.00,Student,540.00,8.00,0
CUST_866,61.00,Female,"£126,128.00",85.00,West,Single,1.00,Student,480.00,15.00,0
CUST_867,63.00,Female,"£144,711.00",21.00,South,Married,3.00,Student,528.00,15.00,1
CUST_868,42.00,Male,"£79,642.00",88.00,East,Widowed,1.00,Employed,448.00,8.00,0
CUST_869,63.00,Male,"£75,284.00",92.00,West,Divorced,2.00,Unemployed,807.00,10.00,0
CUST_870,18.00,Female,"£39,452.00",26.00,South,Widowed,3.00,Unemployed,447.00,9.00,0
CUST_871,18.00,Male,"£124,509.00",88.00,East,Single,0.00,Student,681.00,14.00,0
CUST_872,29.00,Male,"£111,740.00",52.00,West,Widowed,1.00,Unemployed,652.00,16.00,0
CUST_873,55.00,Female,"£75,163.00",27.00,East,Single,1.00,Student,408.00,11.00,1
CUST_874,28.00,Female,"£50,604.00",10.00,South,Married,4.00,Employed,537.00,13.00,0
CUST_875,65.00,Female,"£25,142.00",99.00,South,Widowed,3.00,Retired,460.00,18.00,0
CUST_876,21.00,Female,"£90,208.00",64.00,East,Single,3.00,Employed,319.00,5.00,0
CUST_877,31.00,Female,"£142,741.00",42.00,South,Widowed,2.00,Student,699.00,4.00,0
CUST_878,69.00,Male,"£133,281.00",63.00,West,Divorced,4.00,Employed,798.00,0.00,0
CUST_879,52.00,Male,"£44,311.00",31.00,South,Divorced,2.00,Employed,467.00,18.00,1
CUST_880,34.00,Female,"£70,857.00",45.00,North,Married,3.00,Retired,760.00,2.00,0
CUST_881,23.00,Female,"£106,412.00",71.00,North,Married,1.00,Student,377.00,10.00,0
CUST_882,46.00,Male,"£74,666.00",15.00,North,Widowed,3.00,Employed,786.00,13.00,1
CUST_883,43.00,Male,"£33,603.00",47.00,North,Single,2.00,Employed,678.00,13.00,0
CUST_884,32.00,Female,"£129,110.00",88.00,West,Divorced,1.00,Student,728.00,3.00,0
CUST_885,61.00,Female,"£77,111.00",42.00,West,Married,4.00,Retired,832.00,12.00,0
CUST_886,47.00,Male,"£89,400.00",28.00,West,Widowed,3.00,Student,541.00,12.00,0
CUST_887,18.00,Male,"£62,043.00",18.00,South,Married,1.00,Unemployed,491.00,9.00,0
CUST_888,37.00,Female,"£144,306.00",3.00,South,Married,2.00,Unemployed,619.00,3.00,0
CUST_889,18.00,Male,"£43,570.00",27.00,East,Single,4.00,Retired,792.00,16.00,0
CUST_890,33.00,Female,"£115,922.00",71.00,South,Divorced,4.00,Unemployed,775.00,9.00,0
CUST_891,53.00,Male,"£124,531.00",12.00,West,Widowed,0.00,Employed,486.00,12.00,1
CUST_892,36.00,Male,"£49,558.00",41.00,North,Divorced,4.00,Student,816.00,3.00,0
CUST_893,48.00,Female,"£129,592.00",35.00,East,Single,1.00,Retired,772.00,17.00,0
CUST_894,30.00,Male,"£96,512.00",26.00,West,Widowed,1.00,Retired,829.00,11.00,0
CUST_895,33.00,Male,"£48,320.00",24.00,West,Married,2.00,Employed,483.00,15.00,0
CUST_896,19.00,Male,"£105,582.00",66.00,South,Single,3.00,Employed,641.00,17.00,0
CUST_897,52.00,Male,"£44,793.00",2.00,West,Single,2.00,Employed,551.00,6.00,0
CUST_898,63.00,Male,"£105,439.00",23.00,South,Married,0.00,Student,838.00,2.00,0
CUST_899,45.00,Female,"£53,936.00",66.00,East,Single,0.00,Student,821.00,12.00,0
CUST_900,68.00,Female,"£76,489.00",36.00,East,Divorced,2.00,Unemployed,845.00,10.00,0
CUST_901,20.00,Male,"£72,676.00",36.00,East,Widowed,3.00,Unemployed,468.00,19.00,0
CUST_902,35.00,Male,"£60,789.00",75.00,East,Widowed,2.00,Student,309.00,13.00,0
CUST_903,66.00,Female,"£36,408.00",32.00,South,Single,3.00,Retired,522.00,18.00,1
CUST_904,47.00,Male,"£45,681.00",89.00,North,Divorced,0.00,Student,405.00,8.00,0
CUST_905,23.00,Male,"£64,688.00",2.00,West,Married,3.00,Unemployed,664.00,12.00,1
CUST_906,48.00,Male,"£54,629.00",61.00,South,Widowed,1.00,Employed,389.00,3.00,0
CUST_907,51.00,Female,"£142,557.00",22.00,West,Single,2.00,Retired,510.00,19.00,0
CUST_908,45.00,Female,"£49,220.00",30.00,North,Single,1.00,Student,381.00,12.00,0
CUST_909,59.00,Male,"£101,743.00",5.00,East,Divorced,0.00,Employed,415.00,2.00,1
CUST_910,42.00,Male,"£56,122.00",17.00,East,Married,0.00,Student,538.00,10.00,0
CUST_911,49.00,Female,"£43,625.00",28.00,South,Single,4.00,Unemployed,312.00,13.00,1
CUST_912,32.00,Female,"£62,059.00",8.00,South,Divorced,2.00,Unemployed,404.00,2.00,0
CUST_913,53.00,Female,"£102,730.00",30.00,North,Married,1.00,Student,625.00,7.00,0
CUST_914,18.00,Female,"£47,629.00",63.00,West,Divorced,2.00,Retired,644.00,10.00,0
CUST_915,57.00,Male,"£84,594.00",41.00,North,Single,2.00,Unemployed,588.00,4.00,0
CUST_916,68.00,Female,"£50,451.00",36.00,North,Widowed,1.00,Student,687.00,7.00,0
CUST_917,57.00,Female,"£66,468.00",15.00,South,Widowed,4.00,Employed,797.00,3.00,0
CUST_918,49.00,Male,"£51,623.00",19.00,South,Married,1.00,Unemployed,667.00,7.00,1
CUST_919,28.00,Female,"£27,954.00",76.00,West,Single,0.00,Retired,430.00,11.00,0
CUST_920,22.00,Male,"£108,045.00",93.00,South,Married,4.00,Retired,832.00,7.00,1
CUST_921,37.00,Male,"£105,108.00",64.00,South,Widowed,2.00,Retired,639.00,1.00,0
CUST_922,54.00,Female,"£106,412.00",43.00,North,Single,2.00,Retired,772.00,1.00,0
CUST_923,23.00,Female,"£137,237.00",23.00,North,Married,3.00,Student,840.00,7.00,0
CUST_924,43.00,Female,"£26,760.00",96.00,South,Married,3.00,Retired,615.00,12.00,0
CUST_925,44.00,Female,"£63,405.00",5.00,West,Widowed,4.00,Retired,795.00,19.00,1
CUST_926,38.00,Male,"£91,535.00",53.00,West,Widowed,4.00,Employed,720.00,19.00,0
CUST_927,22.00,Female,"£139,791.00",29.00,South,Single,3.00,Retired,809.00,9.00,0
CUST_928,35.00,Female,"£29,311.00",27.00,North,Married,0.00,Student,748.00,8.00,0
CUST_929,32.00,Male,"£124,860.00",10.00,East,Married,2.00,Employed,768.00,12.00,0
CUST_930,24.00,Male,"£123,428.00",31.00,South,Widowed,3.00,Student,847.00,19.00,0
CUST_931,48.00,Female,"£64,178.00",50.00,South,Married,4.00,Retired,544.00,12.00,0
CUST_932,29.00,Female,"£143,450.00",68.00,North,Married,4.00,Retired,632.00,16.00,1
CUST_933,51.00,Male,"£76,950.00",94.00,South,Married,0.00,Student,600.00,2.00,0
CUST_934,29.00,Male,"£105,047.00",26.00,West,Widowed,1.00,Student,610.00,6.00,0
CUST_935,54.00,Male,"£49,636.00",85.00,West,Widowed,3.00,Employed,651.00,17.00,1
CUST_936,37.00,Male,"£61,212.00",87.00,East,Married,2.00,Employed,567.00,15.00,0
CUST_937,18.00,Female,"£111,973.00",79.00,North,Married,4.00,Retired,779.00,19.00,1
CUST_938,20.00,Male,"£144,936.00",66.00,West,Married,3.00,Unemployed,515.00,9.00,0
CUST_939,44.00,Male,"£126,250.00",83.00,South,Widowed,3.00,Retired,316.00,1.00,0
CUST_940,35.00,Male,"£64,353.00",77.00,East,Married,3.00,Employed,794.00,17.00,0
CUST_941,55.00,Female,"£53,445.00",99.00,South,Single,0.00,Employed,322.00,4.00,0
CUST_942,48.00,Female,"£37,515.00",93.00,West,Single,3.00,Employed,549.00,9.00,1
CUST_943,24.00,Male,"£126,407.00",13.00,East,Divorced,0.00,Retired,787.00,6.00,0
CUST_944,20.00,Female,"£43,142.00",44.00,North,Divorced,1.00,Employed,583.00,19.00,0
CUST_945,28.00,Female,"£82,433.00",93.00,North,Divorced,1.00,Unemployed,794.00,3.00,1
CUST_946,47.00,Female,"£144,342.00",26.00,East,Single,3.00,Employed,502.00,3.00,0
CUST_947,62.00,Female,"£120,056.00",63.00,South,Married,2.00,Retired,362.00,12.00,0
CUST_948,43.00,Male,"£56,621.00",87.00,North,Married,1.00,Retired,390.00,18.00,1
CUST_949,48.00,Male,"£92,478.00",91.00,North,Married,1.00,Student,565.00,18.00,1
CUST_950,49.00,Male,"£139,819.00",36.00,North,Widowed,4.00,Retired,838.00,6.00,1
CUST_951,64.00,Female,"£74,487.00",22.00,West,Single,1.00,Unemployed,680.00,15.00,0
CUST_952,29.00,Male,"£141,188.00",24.00,South,Widowed,0.00,Employed,358.00,1.00,0
CUST_953,20.00,Male,"£121,637.00",36.00,South,Divorced,0.00,Student,442.00,0.00,0
CUST_954,43.00,Female,"£109,839.00",38.00,South,Single,3.00,Unemployed,398.00,13.00,0
CUST_955,38.00,Male,"£70,407.00",42.00,South,Single,2.00,Student,409.00,12.00,0
CUST_956,41.00,Female,"£137,517.00",72.00,East,Widowed,4.00,Retired,769.00,14.00,0
CUST_957,33.00,Male,"£121,750.00",12.00,East,Married,3.00,Employed,311.00,7.00,1
CUST_958,65.00,Male,"£147,828.00",63.00,West,Widowed,2.00,Student,308.00,9.00,0
CUST_959,37.00,Male,"£88,508.00",60.00,West,Married,1.00,Employed,824.00,12.00,0
CUST_960,40.00,Female,"£131,008.00",8.00,West,Widowed,3.00,Retired,789.00,4.00,0
CUST_961,61.00,Female,"£134,958.00",2.00,West,Single,0.00,Retired,629.00,9.00,0
CUST_962,46.00,Male,"£59,808.00",91.00,North,Single,1.00,Unemployed,845.00,5.00,0
CUST_963,29.00,Female,"£44,908.00",56.00,East,Single,2.00,Unemployed,668.00,13.00,0
CUST_964,24.00,Male,"£32,543.00",24.00,East,Divorced,1.00,Unemployed,329.00,3.00,0
CUST_965,33.00,Female,"£34,513.00",14.00,East,Widowed,4.00,Student,836.00,12.00,0
CUST_966,49.00,Female,"£74,679.00",10.00,South,Divorced,1.00,Employed,386.00,12.00,0
CUST_967,22.00,Male,"£70,718.00",1.00,North,Divorced,0.00,Retired,567.00,10.00,0
CUST_968,39.00,Female,"£106,415.00",88.00,East,Single,3.00,Employed,339.00,15.00,0
CUST_969,18.00,Female,"£29,235.00",97.00,East,Single,2.00,Student,767.00,16.00,1
CUST_970,31.00,Female,"£47,019.00",92.00,North,Divorced,0.00,Retired,437.00,19.00,1
CUST_971,30.00,Male,"£117,494.00",28.00,North,Divorced,1.00,Unemployed,655.00,14.00,0
CUST_972,55.00,Female,"£24,301.00",99.00,North,Single,1.00,Unemployed,633.00,5.00,0
CUST_973,42.00,Male,"£47,194.00",53.00,West,Divorced,2.00,Employed,625.00,19.00,0
CUST_974,51.00,Female,"£77,306.00",46.00,South,Widowed,4.00,Student,561.00,3.00,0
CUST_975,59.00,Female,"£109,249.00",16.00,South,Married,0.00,Employed,680.00,1.00,1
CUST_976,54.00,Female,"£34,015.00",77.00,West,Married,0.00,Employed,755.00,11.00,1
CUST_977,34.00,Male,"£85,492.00",38.00,West,Married,3.00,Employed,518.00,2.00,1
CUST_978,56.00,Male,"£93,421.00",38.00,East,Widowed,4.00,Employed,741.00,12.00,0
CUST_979,47.00,Female,"£58,775.00",40.00,North,Divorced,1.00,Student,486.00,5.00,1
CUST_980,59.00,Male,"£96,865.00",66.00,South,Divorced,4.00,Retired,503.00,19.00,0
CUST_981,18.00,Female,"£135,799.00",57.00,South,Single,0.00,Student,754.00,17.00,0
CUST_982,47.00,Male,"£77,970.00",70.00,East,Widowed,1.00,Student,684.00,12.00,1
CUST_983,23.00,Female,"£90,536.00",95.00,West,Divorced,3.00,Employed,708.00,10.00,0
CUST_984,38.00,Female,"£29,405.00",51.00,North,Married,1.00,Retired,460.00,9.00,0
CUST_985,26.00,Female,"£57,492.00",50.00,North,Divorced,0.00,Unemployed,677.00,0.00,1
CUST_986,36.00,Male,"£112,805.00",94.00,South,Married,0.00,Unemployed,337.00,11.00,0
CUST_987,42.00,Male,"£142,378.00",59.00,West,Single,0.00,Unemployed,810.00,11.00,0
CUST_988,65.00,Male,"£144,741.00",50.00,West,Widowed,0.00,Unemployed,398.00,17.00,0
CUST_989,62.00,Female,"£136,700.00",80.00,South,Single,4.00,Student,620.00,7.00,0
CUST_990,20.00,Female,"£119,950.00",28.00,North,Widowed,1.00,Retired,460.00,4.00,0
CUST_991,39.00,Male,"£140,730.00",37.00,West,Single,1.00,Employed,475.00,5.00,0
CUST_992,43.00,Male,"£78,728.00",43.00,North,Married,1.00,Employed,679.00,12.00,0
CUST_993,24.00,Male,"£94,943.00",69.00,West,Single,3.00,Retired,512.00,15.00,1
CUST_994,39.00,Male,"£30,750.00",75.00,South,Widowed,0.00,Retired,762.00,5.00,1
CUST_995,66.00,Female,"£125,035.00",64.00,East,Married,4.00,Unemployed,598.00,7.00,1
CUST_996,42.00,Female,"£77,701.00",45.00,South,Single,1.00,Student,444.00,13.00,0
CUST_997,69.00,Female,"£50,602.00",20.00,South,Married,1.00,Retired,418.00,18.00,1
CUST_998,36.00,Male,"£144,219.00",26.00,East,Divorced,0.00,Retired,639.00,14.00,1
CUST_999,27.00,Male,"£146,966.00",85.00,South,Divorced,3.00,Student,766.00,12.00,1
CUST_1000,50.00,Male,"£92,670.00",56.00,West,Married,4.00,Unemployed,417.00,16.00,0
CUST_1001,50.00,Female,"£121,370.00",57.00,West,Divorced,0.00,Retired,454.00,10.00,0
CUST_1002,42.00,Female,"£95,645.00",89.00,North,Married,1.00,Employed,584.00,17.00,1
CUST_1003,66.00,Male,"£123,872.00",5.00,East,Divorced,4.00,Retired,736.00,8.00,0
CUST_1004,60.00,Male,"£57,196.00",96.00,East,Married,1.00,Retired,724.00,17.00,1
CUST_1005,18.00,Male,"£126,141.00",99.00,South,Single,1.00,Retired,514.00,8.00,0
CUST_1006,25.00,Female,"£73,564.00",53.00,East,Divorced,2.00,Unemployed,813.00,9.00,0
CUST_1007,38.00,Male,"£119,232.00",52.00,South,Single,0.00,Employed,434.00,0.00,0
CUST_1008,37.00,Female,"£70,700.00",97.00,East,Divorced,1.00,Employed,344.00,13.00,1
CUST_1009,24.00,Female,"£131,570.00",24.00,West,Married,4.00,Employed,656.00,9.00,0
CUST_1010,68.00,Female,"£56,356.00",18.00,West,Single,2.00,Student,312.00,3.00,1
CUST_1011,30.00,Female,"£98,047.00",61.00,North,Widowed,0.00,Unemployed,399.00,3.00,0
CUST_1012,52.00,Female,"£52,571.00",73.00,East,Married,4.00,Student,608.00,19.00,0
CUST_1013,25.00,Male,"£52,028.00",74.00,East,Married,3.00,Student,416.00,16.00,1
CUST_1014,28.00,Male,"£67,029.00",18.00,East,Single,1.00,Employed,311.00,5.00,0
CUST_1015,30.00,Female,"£75,313.00",76.00,East,Married,2.00,Student,405.00,11.00,0
CUST_1016,57.00,Female,"£27,009.00",41.00,South,Single,0.00,Unemployed,554.00,4.00,0
CUST_1017,26.00,Male,"£86,952.00",43.00,South,Divorced,1.00,Student,727.00,9.00,0
CUST_1018,31.00,Male,"£144,896.00",19.00,West,Widowed,1.00,Employed,848.00,3.00,1
CUST_1019,48.00,Male,"£83,647.00",57.00,North,Widowed,1.00,Unemployed,689.00,15.00,0
CUST_1020,64.00,Female,"£111,045.00",68.00,East,Married,1.00,Employed,656.00,15.00,0
CUST_1021,29.00,Male,"£126,242.00",30.00,West,Single,3.00,Employed,651.00,11.00,1
CUST_1022,48.00,Male,"£49,228.00",98.00,South,Single,4.00,Retired,803.00,1.00,0
CUST_1023,24.00,Male,"£53,962.00",67.00,North,Widowed,4.00,Student,501.00,3.00,0
CUST_1024,19.00,Male,"£110,372.00",15.00,West,Married,4.00,Retired,491.00,3.00,0
CUST_1025,49.00,Male,"£45,393.00",46.00,West,Single,1.00,Employed,357.00,19.00,0
CUST_1026,38.00,Male,"£27,523.00",99.00,West,Single,1.00,Unemployed,532.00,2.00,1
CUST_1027,52.00,Female,"£26,085.00",51.00,North,Married,1.00,Employed,335.00,12.00,1
CUST_1028,21.00,Male,"£37,830.00",39.00,North,Widowed,4.00,Student,404.00,10.00,0
CUST_1029,62.00,Female,"£129,515.00",89.00,East,Married,0.00,Retired,303.00,4.00,0
CUST_1030,67.00,Male,"£60,904.00",61.00,South,Married,0.00,Employed,724.00,18.00,1
CUST_1031,39.00,Male,"£60,443.00",5.00,West,Married,1.00,Unemployed,672.00,2.00,0
CUST_1032,50.00,Male,"£77,421.00",92.00,North,Widowed,4.00,Student,583.00,9.00,0
CUST_1033,48.00,Female,"£148,356.00",46.00,West,Widowed,0.00,Unemployed,734.00,3.00,0
CUST_1034,50.00,Male,"£123,523.00",76.00,East,Married,3.00,Employed,501.00,9.00,0
CUST_1035,58.00,Female,"£49,790.00",40.00,North,Widowed,2.00,Retired,350.00,12.00,1
CUST_1036,46.00,Male,"£148,126.00",47.00,North,Married,1.00,Unemployed,350.00,4.00,0
CUST_1037,56.00,Male,"£127,282.00",20.00,East,Married,4.00,Unemployed,482.00,14.00,0
CUST_1038,42.00,Female,"£58,332.00",42.00,West,Widowed,2.00,Retired,839.00,8.00,1
CUST_1039,30.00,Female,"£51,818.00",55.00,West,Widowed,3.00,Unemployed,329.00,4.00,0
CUST_1040,29.00,Female,"£70,780.00",74.00,West,Widowed,2.00,Unemployed,818.00,5.00,1
CUST_1041,52.00,Male,"£99,198.00",25.00,South,Widowed,4.00,Employed,554.00,3.00,0
CUST_1042,24.00,Female,"£76,357.00",11.00,East,Married,2.00,Employed,425.00,8.00,0
CUST_1043,34.00,Male,"£84,626.00",22.00,West,Divorced,3.00,Retired,471.00,1.00,0
CUST_1044,28.00,Female,"£33,011.00",87.00,West,Single,2.00,Student,554.00,19.00,1
CUST_1045,20.00,Male,"£50,464.00",88.00,South,Widowed,4.00,Employed,356.00,7.00,1
CUST_1046,24.00,Female,"£23,973.00",20.00,West,Single,0.00,Employed,825.00,2.00,0
CUST_1047,31.00,Female,"£101,049.00",83.00,East,Widowed,4.00,Employed,696.00,18.00,1
CUST_1048,41.00,Female,"£49,638.00",40.00,East,Single,2.00,Unemployed,527.00,10.00,0
CUST_1049,27.00,Male,"£66,736.00",83.00,North,Single,3.00,Student,648.00,15.00,1
CUST_1050,61.00,Male,"£113,096.00",10.00,West,Widowed,4.00,Student,483.00,9.00,0
CUST_1051,56.00,Female,"£141,012.00",76.00,South,Divorced,2.00,Unemployed,438.00,8.00,0
CUST_1052,31.00,Male,"£137,993.00",54.00,North,Widowed,3.00,Student,395.00,11.00,1
CUST_1053,45.00,Female,"£68,466.00",24.00,North,Widowed,1.00,Retired,570.00,19.00,0
CUST_1054,35.00,Female,"£60,628.00",25.00,East,Divorced,1.00,Retired,684.00,1.00,0
CUST_1055,43.00,Female,"£59,275.00",8.00,East,Single,1.00,Employed,392.00,9.00,1
CUST_1056,63.00,Female,"£76,829.00",7.00,North,Married,0.00,Employed,767.00,10.00,0
CUST_1057,53.00,Male,"£40,886.00",75.00,South,Divorced,3.00,Retired,558.00,13.00,0
CUST_1058,46.00,Female,"£55,622.00",84.00,South,Widowed,3.00,Employed,496.00,14.00,0
CUST_1059,30.00,Male,"£145,753.00",56.00,East,Widowed,1.00,Employed,318.00,13.00,1
CUST_1060,58.00,Male,"£106,286.00",56.00,East,Single,4.00,Student,706.00,19.00,1
CUST_1061,58.00,Female,"£28,150.00",67.00,South,Single,2.00,Unemployed,503.00,17.00,1
CUST_1062,45.00,Female,"£141,973.00",35.00,South,Single,2.00,Unemployed,612.00,8.00,0
CUST_1063,38.00,Female,"£56,739.00",21.00,West,Single,3.00,Retired,357.00,0.00,0
CUST_1064,67.00,Female,"£99,451.00",28.00,North,Married,2.00,Employed,558.00,14.00,1
CUST_1065,31.00,Male,"£37,572.00",15.00,West,Divorced,2.00,Retired,761.00,11.00,0
CUST_1066,45.00,Female,"£35,213.00",26.00,West,Single,3.00,Employed,812.00,4.00,0
CUST_1067,53.00,Female,"£22,869.00",62.00,West,Widowed,1.00,Student,767.00,11.00,1
CUST_1068,47.00,Female,"£129,573.00",34.00,East,Single,0.00,Student,688.00,10.00,1
CUST_1069,49.00,Male,"£110,591.00",95.00,South,Widowed,4.00,Student,579.00,17.00,0
CUST_1070,34.00,Male,"£107,643.00",29.00,North,Married,0.00,Retired,722.00,6.00,1
CUST_1071,28.00,Female,"£141,137.00",47.00,East,Widowed,2.00,Retired,752.00,13.00,0
CUST_1072,61.00,Female,"£30,452.00",92.00,West,Married,3.00,Student,589.00,11.00,1
CUST_1073,47.00,Male,"£41,697.00",76.00,East,Divorced,4.00,Unemployed,584.00,17.00,0
CUST_1074,19.00,Female,"£122,147.00",89.00,West,Married,1.00,Student,812.00,2.00,0
CUST_1075,62.00,Female,"£124,185.00",52.00,East,Single,2.00,Employed,615.00,17.00,0
CUST_1076,37.00,Female,"£47,090.00",92.00,North,Single,0.00,Retired,818.00,7.00,0
CUST_1077,68.00,Male,"£133,853.00",90.00,South,Married,3.00,Employed,606.00,0.00,0
CUST_1078,53.00,Male,"£46,546.00",59.00,North,Divorced,1.00,Employed,322.00,13.00,0
CUST_1079,46.00,Male,"£29,536.00",22.00,North,Single,4.00,Student,848.00,16.00,0
CUST_1080,64.00,Female,"£118,518.00",40.00,West,Widowed,3.00,Student,495.00,5.00,1
CUST_1081,59.00,Male,"£107,075.00",71.00,North,Divorced,3.00,Unemployed,725.00,7.00,0
CUST_1082,49.00,Male,"£148,309.00",94.00,South,Married,1.00,Retired,796.00,8.00,0
CUST_1083,52.00,Female,"£136,563.00",90.00,West,Divorced,1.00,Unemployed,379.00,19.00,0
CUST_1084,67.00,Female,"£140,864.00",54.00,West,Married,3.00,Employed,794.00,12.00,0
CUST_1085,51.00,Female,"£106,627.00",69.00,West,Single,4.00,Unemployed,305.00,3.00,0
CUST_1086,53.00,Male,"£47,068.00",17.00,West,Widowed,0.00,Unemployed,319.00,4.00,0
CUST_1087,63.00,Male,"£67,335.00",22.00,North,Widowed,1.00,Employed,496.00,13.00,0
CUST_1088,53.00,Female,"£142,572.00",56.00,South,Single,0.00,Employed,357.00,8.00,0
CUST_1089,29.00,Female,"£118,811.00",72.00,South,Widowed,1.00,Unemployed,428.00,1.00,1
CUST_1090,30.00,Male,"£110,910.00",13.00,South,Divorced,4.00,Retired,655.00,14.00,1
CUST_1091,21.00,Male,"£139,313.00",33.00,South,Widowed,3.00,Retired,591.00,4.00,0
CUST_1092,20.00,Male,"£44,080.00",89.00,South,Single,4.00,Student,833.00,10.00,1
CUST_1093,46.00,Male,"£147,615.00",40.00,South,Divorced,2.00,Unemployed,547.00,4.00,1
CUST_1094,51.00,Female,"£38,855.00",3.00,North,Divorced,3.00,Unemployed,505.00,13.00,0
CUST_1095,60.00,Male,"£39,948.00",62.00,West,Single,2.00,Unemployed,634.00,12.00,0
CUST_1096,67.00,Male,"£48,115.00",29.00,South,Divorced,3.00,Employed,657.00,16.00,0
CUST_1097,56.00,Male,"£128,329.00",50.00,West,Single,3.00,Unemployed,640.00,10.00,0
CUST_1098,29.00,Female,"£117,088.00",63.00,North,Widowed,4.00,Retired,833.00,18.00,1
CUST_1099,54.00,Male,"£114,944.00",73.00,East,Single,0.00,Employed,597.00,4.00,0
CUST_1100,46.00,Male,"£54,438.00",87.00,South,Divorced,1.00,Unemployed,348.00,9.00,1
CUST_1101,33.00,Female,"£109,081.00",52.00,West,Widowed,0.00,Retired,754.00,5.00,0
